streaming_log,FTW,Mok2011QoE,Liu2012QoE,Xue2014QoE,Yin2015QoE,Spiteri2016QoE,Bentaleb2016QoE,SQI,P1203,VideoATLAS,KSQI
0797.csv,5.2,9019.87,130.76,0.354,6761.222,4.9,100.0,100.0,-0.992,82.012,100.0
0798.csv,4.214,6565.719,110.05,0.337,5903.878,4.639,94.174,90.714,-0.272,62.106,90.803
0799.csv,5.2,9019.87,18.694,0.341,950.289,2.955,76.073,76.714,0.45,69.059,76.233
0800.csv,4.712,6565.719,28.436,0.34,1611.779,3.449,93.017,93.791,-0.182,70.557,93.799
0801.csv,3.2,6565.719,26.791,0.158,-900.3,1.571,6.818,41.064,0.972,61.306,54.43
0802.csv,4.613,6565.719,62.252,0.317,3052.385,3.964,76.966,78.401,0.18,68.865,79.887
0803.csv,3.353,6849.974,238.641,0.277,12075.696,4.754,66.304,72.443,-0.019,60.686,80.989
0804.csv,2.086,6565.719,262.789,0.176,12552.132,3.611,14.148,48.636,1.092,60.738,68.846
0805.csv,3.567,6849.974,86.255,0.297,4154.419,4.08,73.109,70.654,0.155,60.737,71.266
0806.csv,5.2,9019.87,130.76,0.354,6761.222,4.9,96.333,96.429,-0.671,81.019,96.429
0807.csv,4.216,6565.719,110.078,0.337,5909.195,4.643,89.731,86.44,-0.007,61.993,86.374
0808.csv,5.2,9019.87,18.694,0.341,950.289,2.955,50.882,51.571,0.911,48.392,51.374
0809.csv,4.712,6565.719,28.439,0.34,1612.405,3.449,70.005,71.024,0.695,59.317,70.96
0810.csv,3.192,6565.719,26.703,0.157,-930.328,1.55,-11.553,31.56,1.157,59.153,39.807
0811.csv,5.2,9019.87,28.085,0.729,1150.287,2.865,44.719,45.714,0.733,44.829,46.02
0812.csv,5.2,9019.87,77.802,0.755,3762.743,3.947,70.224,71.143,0.339,64.722,71.687
0813.csv,5.2,9019.87,142.395,0.769,6920.024,4.753,83.491,84.429,0.01,74.913,84.973
0814.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,50.9,51.857,0.683,48.586,52.163
0815.csv,5.2,9019.87,49.6,0.751,2425.031,3.537,64.51,65.429,0.44,59.361,65.734
0816.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,50.9,51.857,0.683,48.586,52.163
0817.csv,5.2,9019.87,5.475,0.699,294.381,1.806,18.455,18.857,0.886,39.75,19.049
0818.csv,5.2,9019.87,10.203,0.715,547.415,2.287,33.51,34.286,0.708,40.418,34.596
0819.csv,5.2,9019.87,5.475,0.699,294.381,1.806,18.455,18.857,0.886,39.75,19.049
0820.csv,5.2,9019.87,28.085,0.729,1150.287,2.865,47.7,48.714,0.697,46.552,49.01
0821.csv,5.2,9019.87,77.802,0.755,3762.743,3.947,70.757,71.714,0.344,65.188,72.259
0822.csv,5.2,9019.87,142.395,0.769,6920.024,4.753,84.757,85.714,-0.031,75.405,86.259
0823.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,52.309,53.286,0.654,49.582,53.581
0824.csv,5.2,9019.87,49.6,0.751,2425.031,3.537,66.614,67.571,0.435,61.228,67.867
0825.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,52.309,53.286,0.654,49.582,53.581
0826.csv,5.2,9019.87,5.475,0.699,294.381,1.806,19.55,20.0,0.841,39.62,20.263
0827.csv,5.2,9019.87,10.203,0.715,547.415,2.287,38.396,39.286,0.641,41.916,39.606
0828.csv,5.2,9019.87,5.475,0.699,294.381,1.806,19.55,20.0,0.841,39.62,20.263
0829.csv,5.2,9019.87,28.085,0.729,1150.287,2.865,35.728,36.714,0.894,41.062,37.046
0830.csv,5.2,9019.87,77.802,0.755,3762.743,3.947,66.576,67.571,0.347,61.788,68.116
0831.csv,5.2,9019.87,142.395,0.769,6920.024,4.753,81.471,82.429,0.05,74.09,82.973
0832.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,44.214,45.143,0.803,44.526,45.474
0833.csv,5.2,9019.87,49.6,0.751,2425.031,3.537,57.338,58.286,0.604,53.369,58.617
0834.csv,5.2,9019.87,37.036,0.737,1782.718,3.096,44.214,45.143,0.803,44.526,45.474
0835.csv,5.2,9019.87,5.475,0.699,294.381,1.806,7.113,7.286,1.021,42.239,7.356
0836.csv,5.2,9019.87,10.203,0.715,547.415,2.287,20.797,21.429,0.97,39.493,21.834
0837.csv,5.2,9019.87,5.475,0.699,294.381,1.806,7.113,7.286,1.021,42.239,7.356
0838.csv,5.2,9019.87,33.473,0.425,1581.067,2.892,41.605,42.429,0.728,43.203,42.767
0839.csv,5.2,9019.87,79.568,0.483,4413.686,4.296,76.1,77.0,0.011,69.292,77.454
0840.csv,5.2,9019.87,154.242,0.506,8407.87,4.781,79.9,80.857,0.01,73.398,81.311
0841.csv,5.2,9019.87,42.963,0.432,2244.59,3.118,47.177,48.0,0.682,46.122,48.339
0842.csv,5.2,9019.87,44.823,0.445,2370.975,3.335,53.815,54.714,0.479,50.619,54.974
0843.csv,5.2,9019.87,42.963,0.432,2244.59,3.118,47.177,48.0,0.682,46.122,48.339
0844.csv,5.2,9019.87,5.787,0.387,342.04,1.799,16.932,17.286,0.907,39.969,17.477
0845.csv,5.2,9019.87,9.83,0.408,557.91,2.22,27.826,28.286,0.677,39.49,28.529
0846.csv,5.2,9019.87,5.787,0.387,342.04,1.799,16.932,17.286,0.907,39.969,17.477
0847.csv,5.2,9019.87,33.473,0.425,1581.067,2.892,47.367,48.286,0.695,46.293,48.581
0848.csv,5.2,9019.87,79.568,0.483,4413.686,4.296,83.795,84.714,-0.039,75.059,85.259
0849.csv,5.2,9019.87,154.242,0.506,8407.87,4.781,84.929,85.857,-0.033,75.457,86.401
0850.csv,5.2,9019.87,42.963,0.432,2244.59,3.118,52.224,53.143,0.657,49.481,53.439
0851.csv,5.2,9019.87,44.823,0.445,2370.975,3.335,61.128,62.143,0.473,56.544,62.336
0852.csv,5.2,9019.87,42.963,0.432,2244.59,3.118,52.224,53.143,0.657,49.481,53.439
0853.csv,5.2,9019.87,5.787,0.387,342.04,1.799,19.512,20.0,0.831,39.62,20.263
0854.csv,5.2,9019.87,9.83,0.408,557.91,2.22,34.245,34.857,0.625,40.555,35.227
0855.csv,5.2,9019.87,5.787,0.387,342.04,1.799,19.512,20.0,0.831,39.62,20.263
0856.csv,5.2,9019.87,33.473,0.425,1581.067,2.892,39.263,40.0,0.929,42.185,40.267
0857.csv,5.2,9019.87,79.568,0.483,4413.686,4.296,71.882,72.714,0.061,65.698,72.96
0858.csv,5.2,9019.87,154.242,0.506,8407.87,4.781,77.205,78.143,0.053,72.116,78.389
0859.csv,5.2,9019.87,42.963,0.432,2244.59,3.118,44.977,45.714,0.804,44.829,46.044
0860.csv,5.2,9019.87,44.823,0.445,2370.975,3.335,49.672,50.429,0.799,47.634,50.757
0861.csv,5.2,9019.87,44.823,0.445,2370.975,3.335,49.672,50.429,0.799,47.634,50.757
0862.csv,5.2,9019.87,5.787,0.387,342.04,1.799,17.303,17.571,1.021,39.926,17.707
0863.csv,5.2,9019.87,9.83,0.408,557.91,2.22,25.493,25.857,1.02,39.369,26.129
0864.csv,5.2,9019.87,5.787,0.387,342.04,1.799,17.303,17.571,1.021,39.926,17.707
0865.csv,5.2,9019.87,32.706,0.501,1593.831,2.996,67.339,68.143,0.578,61.727,68.389
0866.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,75.358,76.143,0.338,68.589,76.389
0867.csv,5.2,9019.87,163.393,0.556,7750.651,4.899,87.549,88.286,0.01,76.276,88.481
0868.csv,5.2,9019.87,44.782,0.507,2102.36,3.25,69.787,70.571,0.53,63.846,70.817
0869.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,75.358,76.143,0.338,68.589,76.389
0870.csv,5.2,9019.87,44.782,0.507,2102.36,3.25,69.787,70.571,0.53,63.846,70.817
0871.csv,5.2,9019.87,5.376,0.419,317.181,1.738,39.796,40.571,0.884,42.411,40.679
0872.csv,5.2,9019.87,9.324,0.457,528.615,2.186,54.273,54.857,0.681,50.724,55.057
0873.csv,5.2,9019.87,5.376,0.419,317.181,1.738,39.796,40.571,0.884,42.411,40.679
0874.csv,5.2,9019.87,32.706,0.501,1593.831,2.996,73.92,74.714,0.545,67.399,74.91
0875.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,78.225,79.0,0.342,70.891,79.196
0876.csv,5.2,9019.87,163.393,0.556,7750.651,4.899,89.178,89.857,-0.006,76.706,90.053
0877.csv,5.2,9019.87,44.782,0.507,2102.36,3.25,75.082,75.857,0.506,68.353,76.053
0878.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,78.225,79.0,0.342,70.891,79.196
0879.csv,5.2,9019.87,44.782,0.507,2102.36,3.25,75.082,75.857,0.506,68.353,76.053
0880.csv,5.2,9019.87,5.376,0.419,317.181,1.738,49.271,50.286,0.815,47.541,50.173
0881.csv,5.2,9019.87,9.324,0.457,528.615,2.186,64.892,65.571,0.646,59.485,65.769
0882.csv,5.2,9019.87,5.376,0.419,317.181,1.738,49.271,50.286,0.815,47.541,50.173
0883.csv,5.2,9019.87,32.706,0.501,1593.831,2.996,63.625,64.286,0.923,58.373,64.469
0884.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,75.587,76.286,0.343,68.707,76.481
0885.csv,5.2,9019.87,163.393,0.556,7750.651,4.899,87.482,88.143,0.073,76.235,88.283
0886.csv,5.2,9019.87,31.027,0.483,1483.421,2.814,59.482,60.143,0.929,54.876,60.329
0887.csv,5.2,9019.87,62.793,0.52,3274.987,3.769,75.587,76.286,0.343,68.707,76.481
0888.csv,5.2,9019.87,44.782,0.507,2102.36,3.25,67.32,68.0,0.807,61.602,68.183
0889.csv,5.2,9019.87,5.376,0.419,317.181,1.738,38.693,39.143,1.021,41.864,39.273
0890.csv,5.2,9019.87,9.324,0.457,528.615,2.186,49.208,49.571,1.022,47.085,49.757
0891.csv,5.2,9019.87,5.376,0.419,317.181,1.738,38.693,39.143,1.021,41.864,39.273
0892.csv,5.2,9019.87,34.062,0.624,1622.09,2.975,62.311,63.0,0.656,57.272,63.197
0893.csv,5.2,9019.87,65.493,0.613,3610.46,3.805,73.435,74.143,0.338,66.917,74.339
0894.csv,5.2,9019.87,150.325,0.597,8074.362,4.733,83.996,84.714,0.01,75.025,84.91
0895.csv,5.2,9019.87,44.052,0.619,2303.589,3.21,65.454,66.143,0.601,59.982,66.34
0896.csv,5.2,9019.87,55.908,0.618,2980.172,3.552,70.292,71.0,0.452,64.218,71.196
0897.csv,5.2,9019.87,44.997,0.623,2365.752,3.304,67.025,67.714,0.49,61.352,67.91
0898.csv,5.2,9019.87,6.113,0.611,343.072,1.837,40.179,40.571,0.9,42.411,40.754
0899.csv,5.2,9019.87,10.882,0.63,613.588,2.346,54.217,54.714,0.6,50.619,54.921
0900.csv,5.2,9019.87,6.113,0.611,343.072,1.837,40.179,40.571,0.9,42.411,40.754
0901.csv,5.2,9019.87,34.062,0.624,1622.09,2.975,69.415,70.143,0.631,63.473,70.339
0902.csv,5.2,9019.87,65.493,0.613,3610.46,3.805,77.701,78.429,0.342,70.44,78.624
0903.csv,5.2,9019.87,150.325,0.597,8074.362,4.733,88.273,89.0,-0.034,76.517,89.196
0904.csv,5.2,9019.87,44.052,0.619,2303.589,3.21,71.558,72.286,0.586,65.33,72.481
0905.csv,5.2,9019.87,55.908,0.618,2980.172,3.552,75.558,76.286,0.453,68.707,76.481
0906.csv,5.2,9019.87,44.997,0.623,2365.752,3.304,73.253,74.0,0.463,66.796,74.196
0907.csv,5.2,9019.87,6.113,0.611,343.072,1.837,46.493,47.0,0.824,45.54,47.209
0908.csv,5.2,9019.87,10.882,0.63,613.588,2.346,63.387,64.0,0.598,58.127,64.196
0909.csv,5.2,9019.87,6.113,0.611,343.072,1.837,46.493,47.0,0.824,45.54,47.209
0910.csv,5.2,9019.87,34.062,0.624,1622.09,2.975,48.987,49.714,0.929,47.175,49.926
0911.csv,5.2,9019.87,150.325,0.597,8074.362,4.733,79.806,80.571,0.059,73.268,80.817
0912.csv,5.2,9019.87,150.325,0.597,8074.362,4.733,79.806,80.571,0.059,73.268,80.817
0913.csv,5.2,9019.87,44.052,0.619,2303.589,3.21,54.13,54.857,0.806,50.724,55.069
0914.csv,5.2,9019.87,55.908,0.618,2980.172,3.552,61.415,62.143,0.608,56.544,62.384
0915.csv,5.2,9019.87,44.997,0.623,2365.752,3.304,56.091,56.857,0.803,52.244,57.099
0916.csv,5.2,9019.87,6.113,0.611,343.072,1.837,23.989,24.286,1.021,39.364,24.421
0917.csv,5.2,9019.87,10.299,0.627,567.774,2.239,33.16,33.571,1.018,40.259,33.771
0918.csv,5.2,9019.87,6.113,0.611,343.072,1.837,23.989,24.286,1.021,39.364,24.421
0919.csv,5.2,9019.87,39.754,0.426,1778.32,2.944,46.938,48.0,0.737,46.122,48.376
0920.csv,5.2,9019.87,71.336,0.457,3776.13,3.879,69.91,70.857,0.34,64.094,71.173
0921.csv,5.2,9019.87,173.248,0.488,8680.093,4.838,83.3,84.286,0.01,74.856,84.83
0922.csv,5.2,9019.87,50.755,0.435,2501.706,3.201,52.586,53.571,0.693,49.786,53.936
0923.csv,5.2,9019.87,61.646,0.45,3217.873,3.642,64.052,65.0,0.443,58.99,65.311
0924.csv,5.2,9019.87,51.505,0.435,2550.983,3.319,56.234,57.143,0.598,52.466,57.483
0925.csv,5.2,9019.87,5.316,0.372,274.912,1.766,17.672,18.429,0.947,39.806,18.476
0926.csv,5.2,9019.87,10.733,0.403,589.366,2.285,32.672,33.429,0.674,40.229,33.627
0927.csv,5.2,9019.87,5.316,0.372,274.912,1.766,17.672,18.429,0.947,39.806,18.476
0928.csv,5.2,9019.87,39.754,0.426,1778.32,2.944,52.309,53.429,0.705,49.684,53.794
0929.csv,5.2,9019.87,109.202,0.478,4561.979,4.537,84.748,85.714,-0.009,75.021,86.259
0930.csv,5.2,9019.87,173.248,0.488,8680.093,4.838,84.9,85.857,-0.051,75.457,86.401
0931.csv,5.2,9019.87,50.755,0.435,2501.706,3.201,56.385,57.429,0.671,52.69,57.794
0932.csv,5.2,9019.87,61.646,0.45,3217.873,3.642,67.91,68.857,0.444,62.351,69.173
0933.csv,5.2,9019.87,51.505,0.435,2550.983,3.319,61.481,62.429,0.583,56.786,62.759
0934.csv,5.2,9019.87,5.316,0.372,274.912,1.766,22.281,23.286,0.857,39.389,23.217
0935.csv,5.2,9019.87,10.733,0.403,589.366,2.285,40.614,41.571,0.635,42.826,41.621
0936.csv,5.2,9019.87,5.316,0.372,274.912,1.766,22.281,23.286,0.857,39.389,23.217
0937.csv,5.2,9019.87,39.754,0.426,1778.32,2.944,45.529,46.429,0.964,45.219,46.55
0938.csv,5.2,9019.87,109.202,0.478,4561.979,4.537,77.499,78.571,0.083,69.776,78.199
0939.csv,5.2,9019.87,173.248,0.488,8680.093,4.838,81.11,82.0,0.059,73.905,82.246
0940.csv,5.2,9019.87,50.755,0.435,2501.706,3.201,51.482,52.286,0.813,48.881,52.343
0941.csv,5.2,9019.87,61.646,0.45,3217.873,3.642,60.605,61.429,0.608,55.944,61.501
0942.csv,5.2,9019.87,51.505,0.435,2550.983,3.319,53.501,54.286,0.813,50.304,54.33
0943.csv,5.2,9019.87,4.656,0.367,230.123,1.647,21.607,22.143,1.021,39.444,22.213
0944.csv,5.2,9019.87,10.733,0.403,589.366,2.285,32.607,33.143,1.012,40.17,33.334
0945.csv,5.2,9019.87,5.316,0.372,274.912,1.766,23.826,24.286,1.021,39.364,24.354
0946.csv,5.2,9019.87,30.099,0.335,1150.124,2.877,46.9,47.857,0.749,46.037,48.196
0947.csv,5.2,9019.87,83.592,0.34,3809.178,4.019,70.614,71.571,0.341,65.072,72.116
0948.csv,5.2,9019.87,147.284,0.343,7017.194,4.791,83.614,84.571,0.009,74.969,85.116
0949.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,51.9,52.857,0.679,49.279,53.163
0950.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,51.9,52.857,0.679,49.279,53.163
0951.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,51.9,52.857,0.679,49.279,53.163
0952.csv,5.2,9019.87,5.405,0.334,293.879,1.797,19.884,20.286,0.89,39.591,20.477
0953.csv,5.2,9019.87,9.653,0.334,521.133,2.192,30.51,31.286,0.787,39.839,31.591
0954.csv,5.2,9019.87,5.405,0.334,293.879,1.797,19.884,20.286,0.89,39.591,20.477
0955.csv,5.2,9019.87,30.099,0.335,1150.124,2.877,48.29,49.286,0.692,46.905,49.656
0956.csv,5.2,9019.87,83.592,0.34,3809.178,4.019,70.9,71.857,0.349,65.304,72.401
0957.csv,5.2,9019.87,147.284,0.343,7017.194,4.791,84.757,85.714,-0.029,75.405,86.259
0958.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,52.719,53.714,0.651,49.889,54.01
0959.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,52.719,53.714,0.651,49.889,54.01
0960.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,52.719,53.714,0.651,49.889,54.01
0961.csv,5.2,9019.87,5.405,0.334,293.879,1.797,20.931,21.429,0.834,39.493,21.761
0962.csv,5.2,9019.87,9.653,0.334,521.133,2.192,33.795,34.714,0.701,40.52,35.08
0963.csv,5.2,9019.87,5.405,0.334,293.879,1.797,20.931,21.429,0.834,39.493,21.761
0964.csv,5.2,9019.87,30.099,0.335,1150.124,2.877,37.795,38.714,0.895,41.711,39.096
0965.csv,5.2,9019.87,83.592,0.34,3809.178,4.019,66.843,67.857,0.346,62.023,68.401
0966.csv,5.2,9019.87,83.592,0.34,3809.178,4.019,66.843,67.857,0.346,62.023,68.401
0967.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,44.51,45.429,0.802,44.676,45.831
0968.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,44.51,45.429,0.802,44.676,45.831
0969.csv,5.2,9019.87,37.943,0.336,1665.921,3.132,44.51,45.429,0.802,44.676,45.831
0970.csv,5.2,9019.87,5.405,0.334,293.879,1.797,7.532,7.714,1.021,42.116,7.85
0971.csv,5.2,9019.87,9.653,0.334,521.133,2.192,19.073,19.714,0.965,39.65,20.04
0972.csv,5.2,9019.87,5.405,0.334,293.879,1.797,7.532,7.714,1.021,42.116,7.85
0973.csv,5.2,9019.87,33.33,0.343,1589.619,2.814,46.872,47.714,0.796,45.953,48.023
0974.csv,5.2,9019.87,82.45,0.354,4503.809,4.335,83.977,84.857,0.011,75.154,85.103
0975.csv,5.2,9019.87,156.747,0.358,8559.264,4.806,85.386,86.286,0.01,75.613,86.531
0976.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,54.872,55.714,0.68,51.367,55.971
0977.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,54.872,55.714,0.68,51.367,55.971
0978.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,54.872,55.714,0.68,51.367,55.971
0979.csv,5.2,9019.87,5.971,0.337,353.68,1.829,23.845,24.286,0.904,39.364,24.477
0980.csv,5.2,9019.87,9.315,0.338,522.427,2.124,31.835,32.429,0.76,40.032,32.723
0981.csv,5.2,9019.87,5.971,0.337,353.68,1.829,23.845,24.286,0.904,39.364,24.477
0982.csv,5.2,9019.87,33.33,0.343,1589.619,2.814,51.139,52.0,0.75,48.684,52.287
0983.csv,5.2,9019.87,82.45,0.354,4503.809,4.335,86.891,87.714,-0.037,76.952,87.96
0984.csv,5.2,9019.87,135.056,0.357,6813.701,4.678,86.891,87.714,-0.046,75.872,87.96
0985.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,57.996,58.857,0.656,53.828,59.103
0986.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,57.996,58.857,0.656,53.828,59.103
0987.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,57.996,58.857,0.656,53.828,59.103
0988.csv,5.2,9019.87,5.971,0.337,353.68,1.829,27.988,28.571,0.828,39.514,28.787
0989.csv,5.2,9019.87,9.315,0.338,522.427,2.124,37.091,37.857,0.687,41.419,38.153
0990.csv,5.2,9019.87,5.971,0.337,353.68,1.829,27.988,28.571,0.828,39.514,28.787
0991.csv,5.2,9019.87,33.33,0.343,1589.619,2.814,42.044,42.857,0.935,43.399,43.176
0992.csv,5.2,9019.87,82.45,0.354,4503.809,4.335,79.434,80.286,0.058,71.885,80.531
0993.csv,5.2,9019.87,135.056,0.357,6813.701,4.678,81.795,82.714,0.059,73.346,82.96
0994.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,50.329,51.143,0.804,48.105,51.409
0995.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,50.329,51.143,0.804,48.105,51.409
0996.csv,5.2,9019.87,44.092,0.345,2297.318,3.149,50.329,51.143,0.804,48.105,51.409
0997.csv,5.2,9019.87,5.971,0.337,353.68,1.829,20.141,20.429,1.021,39.578,20.564
0998.csv,5.2,9019.87,9.315,0.338,522.427,2.124,26.426,26.857,1.019,39.402,27.087
0999.csv,5.2,9019.87,5.971,0.337,353.68,1.829,20.141,20.429,1.021,39.578,20.564
1000.csv,5.2,9019.87,34.65,0.363,1684.324,2.987,73.301,74.0,0.591,66.796,74.196
1001.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,79.016,79.714,0.338,71.446,79.91
1002.csv,5.2,9019.87,91.563,0.371,3971.002,3.948,79.016,79.714,0.34,71.4,79.91
1003.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,74.587,75.286,0.544,67.878,75.481
1004.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,79.016,79.714,0.338,71.446,79.91
1005.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,74.587,75.286,0.544,67.878,75.481
1006.csv,5.2,9019.87,5.504,0.355,313.145,1.741,49.329,50.286,0.88,47.541,50.173
1007.csv,5.2,9019.87,9.474,0.357,524.184,2.179,63.578,64.143,0.68,58.25,64.34
1008.csv,5.2,9019.87,6.494,0.356,358.961,1.881,54.071,55.143,0.829,50.937,54.95
1009.csv,5.2,9019.87,34.65,0.363,1684.324,2.987,79.225,79.857,0.559,71.557,79.997
1010.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,81.368,82.0,0.341,73.162,82.14
1011.csv,5.2,9019.87,137.744,0.38,6834.842,4.719,90.549,91.143,-0.002,76.474,91.283
1012.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,79.654,80.286,0.523,71.885,80.426
1013.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,81.368,82.0,0.341,73.162,82.14
1014.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,79.654,80.286,0.523,71.885,80.426
1015.csv,5.2,9019.87,5.504,0.355,313.145,1.741,59.594,60.714,0.817,55.348,60.286
1016.csv,5.2,9019.87,9.474,0.357,524.184,2.179,73.559,74.143,0.646,66.917,74.281
1017.csv,5.2,9019.87,6.494,0.356,358.961,1.881,64.356,65.571,0.773,59.485,65.167
1018.csv,5.2,9019.87,34.65,0.363,1684.324,2.987,67.759,68.429,0.928,61.976,68.567
1019.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,79.044,79.714,0.336,71.446,79.854
1020.csv,5.2,9019.87,137.744,0.38,6834.842,4.719,89.492,90.143,0.082,76.12,90.283
1021.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,71.187,71.857,0.813,64.96,71.996
1022.csv,5.2,9019.87,62.706,0.37,3303.043,3.747,79.044,79.714,0.336,71.446,79.854
1023.csv,5.2,9019.87,47.602,0.367,2309.864,3.242,71.187,71.857,0.813,64.96,71.996
1024.csv,5.2,9019.87,5.504,0.355,313.145,1.741,42.997,43.571,1.021,43.737,43.596
1025.csv,5.2,9019.87,9.474,0.357,524.184,2.179,54.179,54.571,1.02,50.513,54.689
1026.csv,5.2,9019.87,6.494,0.356,358.961,1.881,46.273,47.0,1.021,45.54,46.949
1027.csv,5.2,9019.87,35.115,0.34,1694.908,2.965,66.921,67.571,0.662,61.228,67.769
1028.csv,5.2,9019.87,65.014,0.342,3656.757,3.792,77.473,78.143,0.338,70.213,78.339
1029.csv,5.2,9019.87,152.288,0.349,8000.485,4.74,87.34,88.0,0.011,76.201,88.196
1030.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,71.349,72.0,0.5,65.084,72.196
1031.csv,5.2,9019.87,56.753,0.342,3113.539,3.542,74.473,75.143,0.458,67.758,75.339
1032.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,71.349,72.0,0.5,65.084,72.196
1033.csv,5.2,9019.87,6.138,0.34,345.646,1.838,45.893,46.286,0.899,45.14,46.42
1034.csv,5.2,9019.87,10.95,0.339,609.887,2.344,59.245,59.714,0.602,54.524,59.911
1035.csv,5.2,9019.87,6.138,0.34,345.646,1.838,45.893,46.286,0.899,45.14,46.42
1036.csv,5.2,9019.87,35.115,0.34,1694.908,2.965,73.644,74.286,0.638,67.038,74.424
1037.csv,5.2,9019.87,130.054,0.347,6527.464,4.596,89.787,90.429,-0.032,77.013,90.569
1038.csv,5.2,9019.87,152.288,0.349,8000.485,4.74,89.787,90.429,-0.035,76.933,90.569
1039.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,76.787,77.429,0.474,69.64,77.569
1040.csv,5.2,9019.87,56.753,0.342,3113.539,3.542,78.502,79.143,0.46,71.003,79.283
1041.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,76.787,77.429,0.474,69.64,77.569
1042.csv,5.2,9019.87,6.138,0.34,345.646,1.838,53.369,53.857,0.822,49.992,54.06
1043.csv,5.2,9019.87,10.95,0.339,609.887,2.344,68.864,69.429,0.601,62.85,69.567
1044.csv,5.2,9019.87,6.138,0.34,345.646,1.838,53.369,53.857,0.822,49.992,54.06
1045.csv,5.2,9019.87,35.115,0.34,1694.908,2.965,52.396,53.143,0.932,49.481,53.384
1046.csv,5.2,9019.87,65.014,0.342,3656.757,3.792,69.825,70.571,0.326,63.846,70.817
1047.csv,5.2,9019.87,65.014,0.342,3656.757,3.792,69.825,70.571,0.326,63.846,70.817
1048.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,59.501,60.286,0.806,54.993,60.527
1049.csv,5.2,9019.87,56.753,0.342,3113.539,3.542,64.825,65.571,0.61,59.485,65.813
1050.csv,5.2,9019.87,46.287,0.341,2436.231,3.294,59.501,60.286,0.806,54.993,60.527
1051.csv,5.2,9019.87,6.138,0.34,345.646,1.838,26.951,27.286,1.021,39.424,27.476
1052.csv,5.2,9019.87,10.95,0.339,609.887,2.344,40.122,40.571,1.013,42.411,40.801
1053.csv,5.2,9019.87,6.138,0.34,345.646,1.838,26.951,27.286,1.021,39.424,27.476
1054.csv,5.2,9019.87,42.249,0.346,1814.955,2.973,54.509,55.571,0.744,51.259,55.817
1055.csv,5.2,9019.87,153.217,0.357,7640.356,4.824,85.681,86.571,0.01,72.492,87.116
1056.csv,5.2,9019.87,198.074,0.358,10152.491,4.976,85.681,86.571,0.01,77.608,87.116
1057.csv,5.2,9019.87,51.516,0.348,2426.528,3.222,59.014,60.0,0.696,54.758,60.246
1058.csv,5.2,9019.87,72.763,0.351,3527.753,3.91,74.7,75.571,0.34,68.116,75.837
1059.csv,5.2,9019.87,59.757,0.35,2968.461,3.457,62.871,63.857,0.654,58.005,64.103
1060.csv,5.2,9019.87,5.89,0.339,327.807,1.874,29.748,30.714,0.862,39.755,30.546
1061.csv,5.2,9019.87,8.835,0.34,478.477,2.184,39.242,40.286,0.749,42.297,40.041
1062.csv,5.2,9019.87,5.89,0.339,327.807,1.874,29.748,30.714,0.862,39.755,30.546
1063.csv,5.2,9019.87,42.249,0.346,1814.955,2.973,59.175,60.286,0.711,54.993,60.597
1064.csv,5.2,9019.87,72.763,0.351,3527.753,3.91,75.548,76.429,0.343,68.825,76.76
